run_id,task_id,task_type,model_key,model_id,prompt_key,claude_structure,claude_hallucination,claude_completeness,claude_token_efficiency,claude_parse_error,gpt4o_structure,gpt4o_hallucination,gpt4o_completeness,gpt4o_token_efficiency,gpt4o_parse_error,agreement_structure_diff,agreement_hallucination_diff,agreement_completeness_diff,agreement_mean_diff,agreement_exact_match,output_tokens,total_tokens,latency_s,api,temperature,experiment
1,T08,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_sl,3,4,4,0.5469,False,5,5,5,0.7458,False,2.0,1.0,1.0,1.333,False,815,2277,17.195,anthropic,0.7,exp2
1,T09,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_sl,4,4,5,0.6658,False,4,5,5,0.717,False,0.0,1.0,0.0,0.333,False,670,2033,15.095,anthropic,0.7,exp2
1,T10,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6953,False,4,5,5,0.6953,False,0.0,0.0,0.0,0.0,True,821,2128,16.729,anthropic,0.7,exp2
1,T08,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_sl,4,3,4,0.5489,False,4,5,5,0.6986,False,0.0,2.0,1.0,1.0,False,795,2257,15.395,anthropic,0.7,exp2
1,T09,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_sl,5,5,5,0.7616,False,5,5,5,0.7616,False,0.0,0.0,0.0,0.0,True,709,2072,16.057,anthropic,0.7,exp2
1,T10,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6993,False,5,5,5,0.7493,False,1.0,0.0,0.0,0.333,False,790,2097,18.655,anthropic,0.7,exp2
1,T11,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.7105,False,4,5,4,0.6598,False,0.0,0.0,1.0,0.333,False,711,2118,14.813,anthropic,0.7,exp2
1,T12,logical_validity,claude,claude-sonnet-4-20250514,wlm_sl,5,5,5,0.7581,False,5,5,5,0.7581,False,0.0,0.0,0.0,0.0,True,731,2069,14.405,anthropic,0.7,exp2
1,T13,logical_validity,claude,claude-sonnet-4-20250514,wlm_sl,5,4,5,0.6869,False,5,5,5,0.736,False,0.0,1.0,0.0,0.333,False,891,2223,16.872,anthropic,0.7,exp2
1,T14,logical_validity,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.7086,False,5,5,5,0.7592,False,1.0,0.0,0.0,0.333,False,724,2062,15.958,anthropic,0.7,exp2
1,T15,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6774,False,5,5,5,0.7257,False,1.0,0.0,0.0,0.333,False,981,2336,19.922,anthropic,0.7,exp2
1,T16,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6905,False,4,5,5,0.6905,False,0.0,0.0,0.0,0.0,True,860,2266,19.727,anthropic,0.7,exp2
1,T17,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,5,5,5,0.7411,False,5,5,5,0.7411,False,0.0,0.0,0.0,0.0,True,850,2192,17.286,anthropic,0.7,exp2
1,T18,code_debugging,claude,claude-sonnet-4-20250514,wlm_sl,4,4,5,0.6237,False,5,5,5,0.7196,False,1.0,1.0,0.0,0.667,False,1040,2348,17.961,anthropic,0.7,exp2
1,T19,code_debugging,claude,claude-sonnet-4-20250514,wlm_sl,5,5,5,0.7138,False,4,5,5,0.6662,False,1.0,0.0,0.0,0.333,False,1101,2423,19.355,anthropic,0.7,exp2
1,T20,code_debugging,claude,claude-sonnet-4-20250514,wlm_sl,4,5,4,0.6546,False,4,5,4,0.6546,False,0.0,0.0,0.0,0.0,True,749,2081,15.726,anthropic,0.7,exp2
1,T21,factual_calibration,claude,claude-sonnet-4-20250514,wlm_sl,4,5,2,0.5436,False,5,5,3,0.6424,False,1.0,0.0,1.0,0.667,False,849,2180,20.08,anthropic,0.7,exp2
1,T22,factual_calibration,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6836,False,5,4,4,0.6348,False,1.0,1.0,1.0,1.0,False,921,2270,15.839,anthropic,0.7,exp2
1,T23,factual_calibration,claude,claude-sonnet-4-20250514,wlm_sl,4,5,4,0.6519,False,5,5,4,0.702,False,1.0,0.0,0.0,0.333,False,770,2054,17.817,anthropic,0.7,exp2
1,T24,causal_inference,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6849,False,5,5,5,0.7338,False,1.0,0.0,0.0,0.333,False,909,2203,19.155,anthropic,0.7,exp2
1,T25,causal_inference,claude,claude-sonnet-4-20250514,wlm_sl,4,5,4,0.6428,False,5,5,4,0.6922,False,1.0,0.0,0.0,0.333,False,846,2155,16.273,anthropic,0.7,exp2
1,T26,causal_inference,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.7155,False,4,5,5,0.7155,False,0.0,0.0,0.0,0.0,True,679,1952,16.583,anthropic,0.7,exp2
1,T27,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6695,False,5,5,4,0.6695,False,1.0,0.0,1.0,0.667,False,1064,2352,17.567,anthropic,0.7,exp2
1,T28,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,3,4,0.536,False,4,5,5,0.6822,False,0.0,2.0,1.0,1.0,False,934,2254,17.7,anthropic,0.7,exp2
1,T29,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,1,5,0.4936,False,4,4,5,0.6416,False,0.0,3.0,0.0,1.0,False,856,2141,15.922,anthropic,0.7,exp2
1,T30,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,4,5,0.6609,False,4,5,4,0.6609,False,0.0,1.0,1.0,0.667,False,703,1967,15.756,anthropic,0.7,exp2
1,T31,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.7158,False,5,5,5,0.767,False,1.0,0.0,0.0,0.333,False,677,1975,17.077,anthropic,0.7,exp2
1,T32,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6981,False,5,5,5,0.748,False,1.0,0.0,0.0,0.333,False,799,2095,18.362,anthropic,0.7,exp2
1,T33,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6954,False,5,5,5,0.7451,False,1.0,0.0,0.0,0.333,False,820,2144,17.619,anthropic,0.7,exp2
1,T34,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6957,False,4,5,3,0.5963,False,0.0,0.0,2.0,0.667,False,818,2106,19.68,anthropic,0.7,exp2
1,T35,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6734,False,5,5,4,0.6734,False,1.0,0.0,1.0,0.667,False,1022,2287,25.908,anthropic,0.7,exp2
1,T36,structured_analysis,claude,claude-sonnet-4-20250514,wlm_sl,4,4,5,0.6325,False,5,5,5,0.7298,False,1.0,1.0,0.0,0.667,False,944,2225,20.678,anthropic,0.7,exp2
1,T37,structured_analysis,claude,claude-sonnet-4-20250514,wlm_sl,4,5,5,0.6796,False,4,5,5,0.6796,False,0.0,0.0,0.0,0.0,True,959,2273,23.69,anthropic,0.7,exp2
1,T08,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_json,4,4,5,0.5972,False,4,5,4,0.5972,False,0.0,1.0,1.0,0.667,False,1415,3115,22.176,anthropic,0.7,exp2
1,T09,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_json,5,4,5,0.6797,False,5,5,5,0.7282,False,0.0,1.0,0.0,0.333,False,958,2559,19.223,anthropic,0.7,exp2
1,T10,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6626,False,5,5,5,0.7099,False,1.0,0.0,0.0,0.333,False,1144,2689,21.942,anthropic,0.7,exp2
1,T11,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6738,False,4,5,4,0.6257,False,0.0,0.0,1.0,0.333,False,1017,2662,19.418,anthropic,0.7,exp2
1,T12,logical_validity,claude,claude-sonnet-4-20250514,wlm_json,5,5,5,0.7037,False,5,4,5,0.6568,False,0.0,1.0,0.0,0.333,False,1217,2793,20.822,anthropic,0.7,exp2
1,T13,logical_validity,claude,claude-sonnet-4-20250514,wlm_json,4,4,5,0.6053,False,4,5,5,0.6519,False,0.0,1.0,0.0,0.333,False,1284,2854,23.359,anthropic,0.7,exp2
1,T14,logical_validity,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6472,False,4,5,5,0.6472,False,0.0,0.0,0.0,0.0,True,1353,2929,25.999,anthropic,0.7,exp2
1,T15,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,5,4,0.6042,False,4,5,5,0.6506,False,0.0,0.0,1.0,0.333,False,1302,2895,24.705,anthropic,0.7,exp2
1,T16,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6523,False,5,5,5,0.6989,False,1.0,0.0,0.0,0.333,False,1278,2922,24.239,anthropic,0.7,exp2
1,T17,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_json,5,5,5,0.7018,False,4,5,5,0.655,False,1.0,0.0,0.0,0.333,False,1241,2821,23.426,anthropic,0.7,exp2
1,T18,code_debugging,claude,claude-sonnet-4-20250514,wlm_json,5,5,5,0.7013,False,5,5,5,0.7013,False,0.0,0.0,0.0,0.0,True,1248,2794,19.346,anthropic,0.7,exp2
1,T19,code_debugging,claude,claude-sonnet-4-20250514,wlm_json,5,5,5,0.6645,False,5,5,5,0.6645,False,0.0,0.0,0.0,0.0,True,1852,3412,30.736,anthropic,0.7,exp2
1,T20,code_debugging,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6601,False,5,5,5,0.7072,False,1.0,0.0,0.0,0.333,False,1175,2745,21.312,anthropic,0.7,exp2
1,T21,factual_calibration,claude,claude-sonnet-4-20250514,wlm_json,0,0,0,0.0,True,5,5,3,0.6042,False,5.0,5.0,3.0,4.333,False,1302,2871,26.994,anthropic,0.7,exp2
1,T22,factual_calibration,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6369,False,5,5,5,0.6824,False,1.0,0.0,0.0,0.333,False,1520,3107,27.236,anthropic,0.7,exp2
1,T23,factual_calibration,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6444,False,5,5,5,0.6905,False,1.0,0.0,0.0,0.333,False,1395,2917,29.418,anthropic,0.7,exp2
1,T24,causal_inference,claude,claude-sonnet-4-20250514,wlm_json,4,5,4,0.6166,False,4,5,5,0.664,False,0.0,0.0,1.0,0.333,False,1127,2659,24.513,anthropic,0.7,exp2
1,T25,causal_inference,claude,claude-sonnet-4-20250514,wlm_json,4,4,4,0.58,False,4,5,5,0.6767,False,0.0,1.0,1.0,0.667,False,988,2535,19.16,anthropic,0.7,exp2
1,T26,causal_inference,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6643,False,5,5,5,0.7118,False,1.0,0.0,0.0,0.333,False,1123,2634,25.34,anthropic,0.7,exp2
1,T27,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,4,5,0.5882,False,5,5,5,0.6786,False,1.0,1.0,0.0,0.667,False,1583,3109,26.493,anthropic,0.7,exp2
1,T28,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6429,False,5,5,5,0.6888,False,1.0,0.0,0.0,0.333,False,1420,2978,23.27,anthropic,0.7,exp2
1,T29,mathematical_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,3,5,0.5598,False,4,4,5,0.6065,False,0.0,1.0,0.0,0.333,False,1267,2790,22.049,anthropic,0.7,exp2
1,T30,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,4,5,0.6195,False,5,5,5,0.7148,False,1.0,1.0,0.0,0.667,False,1090,2592,23.307,anthropic,0.7,exp2
1,T31,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,4,3,0.5118,False,5,5,5,0.6979,False,1.0,1.0,2.0,1.333,False,1291,2827,28.307,anthropic,0.7,exp2
1,T32,scientific_reasoning,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6674,False,5,5,5,0.7151,False,1.0,0.0,0.0,0.333,False,1087,2621,23.713,anthropic,0.7,exp2
1,T33,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6429,False,5,5,5,0.6889,False,1.0,0.0,0.0,0.333,False,1419,2981,29.399,anthropic,0.7,exp2
1,T34,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6656,False,4,5,5,0.6656,False,0.0,0.0,0.0,0.0,True,1108,2634,24.12,anthropic,0.7,exp2
1,T35,epistemic_calibration,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6439,False,5,5,5,0.6899,False,1.0,0.0,0.0,0.333,False,1404,2907,28.878,anthropic,0.7,exp2
1,T36,structured_analysis,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6463,False,5,5,5,0.6924,False,1.0,0.0,0.0,0.333,False,1367,2886,30.817,anthropic,0.7,exp2
1,T37,structured_analysis,claude,claude-sonnet-4-20250514,wlm_json,4,5,5,0.6378,False,5,5,4,0.6378,False,1.0,0.0,1.0,0.667,False,1504,3056,33.352,anthropic,0.7,exp2
1,T08,math_proof_verification,claude,claude-sonnet-4-20250514,base_a,4,4,5,0.6319,False,4,4,5,0.6319,False,0.0,0.0,0.0,0.0,True,950,1330,15.027,anthropic,0.7,exp2
1,T09,math_proof_verification,claude,claude-sonnet-4-20250514,base_a,4,5,5,0.7039,False,5,4,5,0.7039,False,1.0,1.0,0.0,0.667,False,756,1037,16.327,anthropic,0.7,exp2
1,T08,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.7001,False,4,5,5,0.7001,False,0.0,0.0,0.0,0.0,True,784,2956,20.243,anthropic,0.7,exp2
1,T09,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,5,5,0.7402,False,5,5,5,0.7402,False,0.0,0.0,0.0,0.0,True,857,2930,19.98,anthropic,0.7,exp2
1,T10,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.7114,False,5,5,5,0.7622,False,1.0,0.0,0.0,0.333,False,705,2722,22.019,anthropic,0.7,exp2
1,T11,math_proof_verification,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,5,5,0.7564,False,4,5,5,0.7059,False,1.0,0.0,0.0,0.333,False,742,2859,18.993,anthropic,0.7,exp2
1,T12,logical_validity,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6801,False,5,5,5,0.7287,False,1.0,0.0,0.0,0.333,False,954,3002,21.056,anthropic,0.7,exp2
1,T13,logical_validity,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6976,False,5,5,5,0.7474,False,1.0,0.0,0.0,0.333,False,803,2845,19.255,anthropic,0.7,exp2
1,T14,logical_validity,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,5,5,0.7521,False,5,5,5,0.7521,False,0.0,0.0,0.0,0.0,True,770,2818,18.456,anthropic,0.7,exp2
1,T15,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,5,5,5,0.7297,False,4,5,5,0.681,False,1.0,0.0,0.0,0.333,False,945,3010,23.711,anthropic,0.7,exp2
1,T16,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6823,False,5,5,5,0.7311,False,1.0,0.0,0.0,0.333,False,933,3049,23.656,anthropic,0.7,exp2
1,T17,statistical_reasoning,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6655,False,5,5,4,0.6655,False,1.0,0.0,1.0,0.667,False,1109,3161,26.449,anthropic,0.7,exp2
1,T18,code_debugging,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,4,0.6477,False,5,5,4,0.6975,False,1.0,0.0,0.0,0.333,False,804,2822,19.167,anthropic,0.7,exp2
1,T19,code_debugging,claude,claude-sonnet-4-20250514,wlm_hybrid_v2,4,5,5,0.6904,False,4,5,5,0.6904,False,0.0,0.0,0.0,0.0,True,861,2893,21.476,anthropic,0.7,exp2
